,id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
6439,152712,Rain & strong winds killed our range & necessitated a stop to charge our Focus Electric on the way to camping. Only one of the two EVSE plugs works. ,1,1,0,0,0,0,0,1
832,288427,Hopefully the Fast Charger is available ,1,0,1,0,0,0,0,0
2394,250274,Moved to DC Fast Charger ,1,0,0,0,0,0,0,0
5855,166615,"Hello John, I'm sorry you were disappointed with our customer service, please know we care and value your business.  We are researching your problem and will address as soon as possible. Thank you again.",0,0,0,0,1,0,0,0
2690,242635,The app crashes before it loads on my iPhone.  The toll free number on the station is disconnected.,1,0,0,0,0,0,0,0
10,309239,So the dealer had all of their cars being serviced parked in every spot including the quick charger. I called and asked them for at least access to the quick charger and they agreed but never did anything so I left and drove to Larry h nissan. I was willing to pay because I was in a hurry and obviously the Toyota dealer doesn't want my business.,0,0,1,0,0,0,0,1
3214,229465,_x1f50b__x1f50b__x1f50b__x1f50b__x1f50b__x1f50b__x1f50b_ 1 spot open. Even though there are some negative comments at least there's comments! It's easier to check plug share then to drive over and get frustrated. ENCOURAGE EVERYONE YOU KNOW TO USE IT!!!!!_x1f44d__x1f3fc_,0,0,1,0,1,0,0,0
8352,75999,Charged on Jan 6 2014. Had to wait approximately 1 hour because 2 superchargers were broken and there were cars waiting. Contacted Tesla and they were sending someone to fix. ,1,0,1,0,0,1,0,1
5530,174358,Closed for maintenance ,0,0,1,0,0,0,0,0
2546,246210,"Excellent charge location, Starbucks a two minute walk away.",0,0,0,0,0,1,0,0
4621,197463,thank verry much for the charging system this will make the price of the electric car cheaper to buy and to help the planet so lets get on board do the right thing.god bless.,0,0,0,1,0,0,0,0
7807,90137,"J1772 connector would not come out of holster. Then tried to charge on 5-20 at 16A. Lost power almost immediately with an over current message. Fortunately the fault reset and was able to charge slowly at 12A overnight. Reported problems to ChargePoint.

Be advised this is a very noisy location due to being right next to the freeway.",1,0,0,0,0,1,1,0
6216,157978,great location in collin street bakery parking lot,0,0,0,0,0,1,0,0
4282,205608,These two are ALWAYS ICE'D!! GA should pass the law as other states have,0,0,1,0,0,0,0,0
2216,254661,"I agree, when i plan a trip with my ev i would like to know where i am stopping and what to expect. Keep up the good work vivian.",0,1,0,0,0,0,0,0
5210,182809,worked great. glad it's here!,1,0,0,0,0,0,0,0
3140,231460,"Not sure how often the ""in use"" is updated, but I am here now plugged to a Quick Charge, along with another. The ""usage"" stays said 3 other Level 2's were in use, but they were not. The other plugged into the Level 3 was done. I did not check to see if it was locked, but it is rude to lock it and leave for longer than 30 mins.",1,0,0,0,0,0,0,0
1191,280546,One of the quick charge stations has been down for a long time ID#N299DC1,1,0,0,0,0,0,0,0
2411,249679,168mi/hr. ,0,0,0,0,0,0,1,0
5936,164545,"One charge only is working.  There is a handicapped parking space in front of the one functional charger, but it will stretch.  Staff is friendly and helpful.  It is not known when the other charger will be repaired.   There are some bankruptcy and legal issues....unfortunate",1,0,1,0,0,1,0,0
4245,206513,"Can't believe it was available! And a good thing, I was down to 15%.  :-)",0,1,1,0,0,0,0,0
7250,130675,"	As a summer intern at Holman Cadillac in Mount Laurel, I've been looking for ways to improve our communication with clients about what it's like to own an EV, and to ease some of the common concerns potential buyers have. I tried to gain insight by taking the Cadillac ELR to all of the public charging stations in the local South Jersey area and judging the ease of use and abundance of stations over specific areas. This station was in the faculty lot behind a lifting gate that was open when I visited. Not sure if students would have access to the spaces when fall and spring semesters are in session. www.holmancadillac.com ",0,0,0,0,1,0,0,0
2825,239381,Screen frozen ,1,0,0,0,0,0,0,0
6413,153588,Used the L3 charger today. Came in at 9% and left with a 70% charge 45 minutes later. I really wish we could get one half between Milwaukee and Madison. ,1,1,0,0,0,1,0,0
2921,236534,Could not charge because Chevy volt 7GWX569 hogging the spot,0,0,1,0,0,0,0,0
4547,199706,"two of four chargers are functional. Call ChargePoint every time you use a good charger, or the ones in a fault state won't get fixed.",1,0,0,0,0,0,0,0
174,305378,Need more quick charge stations around. Option 1 for chademo ,1,0,1,0,0,0,0,0
5032,186517,x2695,0,0,0,0,0,0,0,0
2400,250124,Parked here for my business trip.  Multiple 120 outlets.  Have to park on full service valet side.  Friendly staff.,0,0,1,0,0,1,1,0
8047,82812,Fwiw- 2 of 3 L2 available while here,1,0,1,0,0,0,0,0
9747,48862,"Got here at 9:30am on a Friday, one spot was open on the first floor, didn't check the other floors. Very convenient!",0,0,1,0,0,1,0,0
7766,93933,As usual no problem. ,1,0,0,0,0,0,0,0
8052,82590,Spot is ICE'd by a black volt. ,0,0,1,0,0,0,0,1
4133,209156,Two cars parked. Neither being charged. ,0,0,1,0,0,0,0,0
7336,124461,Please feel free to unplug if charging is done,0,0,0,0,1,0,0,0
6933,141619,"This was the first public station that we used to rely on to get home some 40 plus miles away. Just signed up for Blink, and had to request code to access since we didn't have the card yet. Had a few issues getting the tall charger to take a code, but it finally did what we needed it to. While a Blink code/access is needed, there is no cost since it is powered through Kohl's solar panels. Wish more Kohl's had charging stations, but at least you can ask for a complementary Blink card according to the sign by the chargers.",1,1,0,0,0,1,0,0
5800,167822,Nice staff. Had to wait for a car to be moved for the quick charger.,0,0,1,0,0,1,0,0
3907,214321,"LEVEL 3 CHADEMO NOT FUNCTIONAL FOR MODEL S.
""COMMUNICATION ERROR"" BLINK REP SAID SERVICE TICKET ORDERED. DIRECTED TO ANOTHER INOPERATIVE BLINK LEVEL 3 CHARGER. ",1,0,0,0,0,0,0,0
7420,118809,"2nd time today, still free to the public seems to be frequently available.",0,0,1,1,0,0,0,0
703,291629,Awesome setup!!!  Thanks!,0,0,0,0,0,1,0,0
2574,245654,"Prius plugin, and leaf at other one.",0,0,1,0,0,0,0,0
3236,229011,Level 2 working like a treat. Evgo was very helpful at activating the station over the phone since I haven't received my rfid card yet,1,0,0,0,0,0,0,0
3436,224563,QC perfect and free. Leaf. ,1,0,0,1,0,0,0,0
4694,195674,"This morning the lot was cordoned off, I had to drive over the emergency entrance curb. Enter from N Gulph road (not 202), where you see the front of Nordstrom. Head straight towards Nordstrom once you turn into the mall entrance. ",0,0,0,0,0,1,0,0
2249,254019,Both Tesla HPWCs and both J1772s were in use (including me). ,1,0,1,0,0,0,0,1
3336,226987,As others mentioned it doesn't clip in correctly. Got it to work on second try.,1,0,0,0,0,0,0,0
2607,244576,"The SAE Combo worked on the third attempt: 1) 'Error: car requiring too much power draw', 2) failed to connect/communicate successfully, then returned handle to charging unit again and started over, and 3) finally worked.
BTW, anyone else w/ a Spark EV blown away that the only way to leave So Cal is to drive north, and even then it means driving ~70-80 miles and stopping for ~6.65 hours to charge (level 2 only once you leave San Diego or L.A. areas.  Essentially. 80 miles in about 8 hours = 10 mph?
NRG Evgo (and GM/Chevy for that matter): there are these well-traveled highways -- '1' '101' 'I-5' 'I-15' 'I-390', etc. that connect southern Calif with other interesting places - Yosemite, the Bay area, Tahoe, Vegas, even Oregon (where Spark EV's are also sold).  Just a thought.",1,0,0,0,0,0,1,0
1688,268838,Purple iMiEV ETA 7pm,0,0,0,0,1,0,0,1
3413,224962,Just left. Moved around some chargers so the 3 cars left are all charging. ,0,0,1,0,1,0,0,0
8685,69259,Charging on my way back to Lithonia.,0,1,0,0,0,0,0,0
1896,263128,"Charging, will leave at 12:15pm.  Both spots occupied.",0,0,1,0,1,0,0,0
4166,208381,One space available but the other was ICEd!,0,0,1,0,0,0,0,0
723,291224,Swung by just now. I asked the service people if I could charge. I was told that I couldn't because the city hasn't yet come to do the charger's inspection and give them approval to use it. :-/,0,0,0,0,0,1,0,0
8532,72915,"Adoptacharger.org wrote back saying that the $12 fee to enter the lot is okay with them. If you are looming for a place to charge for a few  hours, this is not a good option.",0,0,0,1,1,1,0,0
6854,143202,Wtf corolla .,0,0,0,0,0,0,0,1
6183,158749,I stayed there in early October 2014 and the staff was very accommodating.,0,0,0,0,0,1,0,0
6167,159083,"Awkward parallel park, but a welcome site!!",0,0,0,0,0,1,0,0
10118,40648,"The charging station is located in the parking lot behind the McMichael science building off of N. O'Kelly Ave., which is reserved by permit for faculty and staff only. ",0,0,0,0,0,1,0,0
3533,222418,"The DC fast charger is fixed!   I recharged the Tesla at 132 miles/hour at this location.  Peak Volts = 312, Amps = 124.  Thanks for the quick fix!",1,0,0,0,0,0,1,0
7136,137388,Working fine today.,1,0,0,0,0,0,0,0
6992,140167,It does not charge my leaf either. The screen said the connection failed. Admin pls check this station again!,1,0,0,0,0,0,0,1
10066,41542,Fantastic!  General Manager Mansoor Mustafa was happy to have a Tesla charging there. ,1,0,0,0,0,1,0,1
5177,183576,White volt is plugged in and is done charing. Need to charge... So it will be getting unplugged!!! ,0,0,0,0,1,0,0,1
9622,51640,one plug is not working. ,1,0,0,0,0,0,0,0
4024,211915,Located in the Holiday Inn parking lot. ,0,0,0,0,0,1,0,0
1829,265108,"3 Eaton 208v 30amp stations. It's a shame, it looks like these never get used as they are in a faculty lot. I had no problem getting to them on a Summer weekend day though. ",0,0,0,0,0,1,1,0
6962,140949,DC Fast Charger working fine.  Connected just to check.,1,0,0,0,0,0,0,0
5742,169448,"Gate was down.  I asked attendant to let me in, and he told me that the chargers were for employees only.",0,0,0,0,0,1,0,0
3512,222738,In and out.,0,0,0,0,0,0,0,0
4488,201143,The stand alone CHAdeMO charger was not in service this morning (2/18). ,1,0,0,0,0,0,0,0
9125,60677,"Worked great!  A new Ford C-Max Energi was charging in one of the spots, the first I'd seen in Atlanta.  Definitely see the notes here on how to find these chargers, and how to get out of deck.",1,0,0,0,1,1,0,1
4555,199494,EVSE worked fine. No problem with cell phone signal or getting code. 4 hour time limit annoying. Will only half fill an MS 60.,1,0,0,0,0,1,0,0
1142,281726,Got 145mph of range with my Tesla and the CHdeMO adapter.  They also have a J1772 Level 2 charger and some 110v outlets ( but no NEMA 14-50 outlets).,1,0,1,0,0,0,1,1
3350,226704,"Clever design:  both the Woodmont entrance and the Bethesda Ave entrance deliver you to the same part of the garage, so you can enter either one.        Look for the green stripe on the columns for the EVSEs. Expect ICE'ing on busy days.  I talked to a MoCo parking enforcement officer, and he says that the construction workers have learned not to park there...the hard way.",0,0,1,0,0,1,0,0
8001,83895,"Called (650) 496-7000, this number does not work any more. It automatically disconnected.",0,0,0,0,1,0,0,0
5113,184832,Just got here.,0,0,0,0,0,1,0,0
4552,199612,"Does anyone have info on this charger? Like what network this requires for use, pay 2 charge, etc.",0,0,0,0,1,0,0,0
10019,42615,"For instant access, either dial 1-800-663-5633 anytime <OR> visit www.semacharge.com on your smartphone.  Once completed, ask for a smart-card for future, easier access. ",1,0,0,0,1,0,0,0
4411,202762,The DC Fast Charger (CHAdeMO) is down for repairs. Thank you for your patience.,1,0,0,0,0,0,0,0
8180,79727,A big thank you to the dealer. I charged here during a snowstorm. I really appreciated using a quick charger to be mostly topped up before slogging my way home in the snow. ,1,1,0,0,0,1,0,1
9400,55830,Visited with the sales people who seemed to know about the charging stations.  There are two at Town Nissan one on the street side the other by their repair facilities.  There is no cost to use these chargers.  They claim to have sold 16 Nissan Leafs this year.,0,0,1,1,0,1,0,1
695,291898,I tried charging my Volt at 12 amps but failed. 8 amp setting seems to be holding,1,0,0,0,0,0,1,1
6974,140558,This is starting to become my homebase for a quick charge. There is a Starbucks a few feet away as well.,1,0,0,0,0,1,0,0
9267,58163,Tesla Model S. Very convenient to Embassy Suites. Good place to charge overnight.,0,0,0,0,0,1,0,0
1980,261325,NEMA 5-20 as well,1,0,0,0,0,0,0,0
7254,130281,"Right charging station was in ""protection"" mode. ",1,0,0,0,0,0,0,0
10163,34012,Stall #1 charged at 140 miles per hr.,0,0,0,0,0,0,1,0
5246,181877,Full. Waited 10mins for charger.  One person waiting behind,0,0,1,0,0,0,0,0
6972,140712,Light blue volt - ur plugged in at 7:35,0,0,0,0,1,0,0,0
9877,46216,Station 1 (left) started charging after plugging in without authentication.,1,0,0,0,0,1,0,0
7197,136134,The Ge Watt app kept saying that no car was plugged in when mine was. I called customer service to report the problem. They said they would send some out to look.,1,0,0,0,0,1,0,0
3460,223786,"The QC by the fashion square mall overheated. The guys at the dealer gave me 'access"" despite the ICEd spots.",1,0,1,0,0,0,0,0
4068,210682,"Nice Lunds store for grocery shopping.  Thank you, Lunds!",0,0,0,0,0,1,0,0
759,290387,Great charger!  But had to wait for awhile because Leaf before me had to charge all the way to 100%,1,0,0,0,1,0,0,1
2365,251005,great directions in garage for these ev spots,0,0,0,0,0,1,0,0
9612,51829,the white volt is fully charged.  could you please move your car if you are near?  I just need a couple hours. thanks.,0,0,1,0,1,0,0,0
7434,117133,it's broken! clear off at the base....lying on the ground. ,1,0,0,0,0,0,0,0
8338,76335,"These chargers are now active. Use the Mobile Now app to unlock and pay.
$0.35 per user, plus $1 for first hour, $2 for second hour, $3 each hour after that. Charges 30A at 200v",1,0,0,1,1,0,1,0
9928,44912,The quick charger here is awesome!  I can go into the Fred Meyer and have lunch and have my car fully charged by the time I'm done.  This makes having an EV more practical as I had to commute to Redmond from Everett with an already low charge.  Definitely worth $5,1,1,0,1,0,1,0,0
9299,57474,There was a roach coach occupying one of the EV spots but there are 3 chargers in all so its cool.,0,0,1,0,0,0,0,1
8359,75844,Called. Still not operational. Said they were looking into it in 1-7-14. Bummer,1,0,0,0,1,1,0,0
3830,215643,wholly crap! no one is here! I better go play the lotto 'cause it's my lucky day _x1f604_ ,0,0,1,0,0,0,0,0
2913,236866,"Quikcharger fixed & all spaces are open!  Sombody ran over 1 of the EV signs though.  I am getting 119 miles/hour now.  Peak Volts = 341, Amps = 103.  It now has a 30 minute charge limit.",1,0,1,0,0,0,1,0
7190,136259,does it cost any to park or charge?,0,0,0,0,1,0,0,0
141,306186,Thank you so much Lee Nissan of Auburn!,0,0,0,0,0,0,0,1
6741,146097,"Nice place to charge but many ice looking for spots, one just parking next to me in the ev spot yuck ",0,0,1,0,0,0,0,0
3898,214506,"""My Ford CMax Energi charges at about 1450 watts and the outlet I used over lunch sustained the load fine. """,0,0,0,0,0,0,1,0
6421,153207,Dead dead dead. ,1,0,0,0,0,0,0,0
7907,85745,"left station not reading cards, right station worked ok",1,0,0,0,0,1,0,0
3159,230901,Convenience charging while dining. ,1,0,0,0,0,1,0,0
7759,94865,"The Public J1772s (32 amp) work great, the blue ""EV"" signs take you to the left after coming through the entrance gate, and then another left after passing the exit.",1,0,0,0,1,1,0,0
987,284576,Went from 18-82% in 27 minutes! First time DC charging and met another nice Leaf owner who showed me how to use the machine. Thanks for the charge!,0,0,0,0,1,0,1,1
5021,186743,A few of the stations do not have power. Look for one green light to show power is present. No card required. Thanks Redskins. ,1,0,0,0,0,0,0,0
2299,252858,"Chargers have been out of order for weeks now, and have been constantly going offline since they were installed back in 2013.  I don't know why Whole Foods hasn't ripped them out already and sent them back to the manufacturer.",1,0,0,0,0,0,0,0
7647,102939,Checked car into Valet to have brunch and returned to a fully charged Volt.,0,0,0,0,0,1,0,0
5949,164246,Sorry I scared you so early lady.  But it's courteous to only fill up to 80% when others are waiting.  I know you told me you have a long way to go but 87% is pretty good and will get you as far as the Leaf can normally go. The last 15% to 100 will take twice as long as it took you to get to 80%.,0,1,0,0,1,0,1,0
6715,146767,QC ice'd ,0,0,1,0,0,0,0,0
7109,137842,"Quick Charging now. This thing is awesome! For those of you that have trouble finding it and don't want to go in and ask, its around back of the showroom, on the side of the sea of Leafs, right next to the fence. Happy Charging.",1,0,0,0,1,0,0,1
6744,146051,If you own a LEAF you charge for free. See the Manager. Very nice people. ,0,0,0,1,1,1,0,1
10139,40159,Been here a few times and wasn't able to charge. One charger was shut down. Seems to always be taken by someone not monitoring charging time,1,0,1,0,0,0,0,0
8405,75103,single charging station.  plugged right in.  posted 2 hr limit.  charging station is just southwest of the building. ,1,0,1,0,0,1,0,0
8339,76329,They have a nice waiting area you can sit in.  And there are two chargers.,0,0,1,0,0,1,0,0
6479,151526,"Next to a Tesla Supercharger, this is the best! Power is generated from their own hydro plant, charger is 70 amp (44mph).  We made the trip during peak foliage season. We plugged in and took the van to the top. Great time and fully charged Tesla when we returned. Bowie and the team std great. ",1,0,0,0,0,0,1,1
6576,149594,its $2.35 an hour... It only gives out 4.8kw/h,0,0,0,1,0,0,1,0
10164,34012,Stall #1 charged at 140 miles per hr.,0,0,0,0,0,1,1,0
7463,114853,Black Raven Brewery or Willows Golf Course both a short walk away.,0,0,0,0,0,1,0,0
8753,67942,Only one charger functioning out of 4 on site.,1,0,1,0,0,0,0,0
5254,181654,Other spot taken by Tesla,0,0,1,0,0,0,0,1
8335,76370,2 stations 1 working 1 broken,1,0,1,0,0,0,0,0
6877,142880,"The Parkmobile app is not user friendly... Charge time begins as soon as payment is accepted through the app, so be sure to have your vehicle plugged in and pin handy(please hit the # after pin, instructions do not tell you this). We lost about 12 minutes due to poor instructions on the sigh and no phone number to call for assistance. They have a email that will contact you within 48 hours. Thanks Parkmobile, we will avoid these charging locations for now on._x1f44e__x1f44e__x1f44e_",1,0,0,0,0,1,0,0
924,285798,Worked for me today on my Spark EV,1,0,0,0,0,0,0,0
1949,262131,"18 MPH. Location is at the new hospital. It is in the visitors parking garage, first level closest to the main entrance of the hospital. Ignore GPS pin",0,0,0,0,0,1,1,0
5405,177942,Both the CHAdeMO and the Level 2 appear to be fine. ,1,0,0,0,0,0,0,0
2945,235981,Not on,1,0,0,0,0,0,0,0
2789,240282,"Great station. Well lit, easy to find and walking distance to many retail options.",0,0,0,0,0,1,0,0
5875,166067,"Awesome location, although as a data point we did need to top up at a Blink Box after round-tripping Kitt Peak. Would have been about 35 miles short of Casa Grande  .",0,1,0,0,0,1,0,0
9643,51066,2 municipal owned Volts plugged in but neither plug was locked so I was able to charge. ,1,0,1,0,0,0,0,1
7402,119980,super friendly. walked across the street to ear dinner while my car was charging.,0,0,0,0,0,1,0,0
10088,41238,"Just so we don't confuse people, it is station 1, not 2. SemaCharge shows it as offline: http://www.semacharge.com/stations/30",0,0,0,0,1,1,0,0
3513,222677,As of yesterday this charger wasn't working for me.  Would show 2 volts and then shut off after 30 seconds of trying to ramp up.  Notified staff at parking services. ,1,0,0,0,0,0,0,0
8598,71395,"L3 chargers are dead, L2 charger has power but is malfunctioning. Blink has no estimated repair date. Hopeless!!",1,0,0,0,0,0,0,0
9589,52301,Thanks Nissan! ,0,0,0,0,0,0,0,1
2259,253832,"Real nice place, but the old guy in the office was grumpy",0,0,0,0,0,1,0,0
7513,111248,Chargepoint handle does not release. Reported to Chargepoint; they are going to fix it.,1,0,0,0,0,0,0,0
1938,262368,Beware of guards taking chargers.,0,0,1,0,1,0,0,0
10074,41405,will move by 3:15pm,0,0,0,0,1,0,0,0
4326,204762,I will be charging until 2. Unplug anytime after that. Thanks,0,0,0,0,1,0,0,0
465,297966,Left side charger not functioning,1,0,0,0,0,0,0,0
4100,210011,The 4 fast chargers in the back all have an out of order sign on them. Looks like the l2's and the other fast charger in the front work. ,1,0,0,0,0,0,0,0
8196,79539,First QC on 1/25. LEAF timer was set for 80% but came back a hour later and charge was already up to 98%.,1,0,0,0,0,0,1,0
9754,48664,Charging on the L2...  Trying to make the seattle to Portland level 2 trip in one day!,1,1,0,0,0,0,0,0
3949,213478,"owner not present, employee refused access",0,0,0,0,0,1,0,0
1256,279099,I SUGGEST A THIRD CHARGER HERE_x1f44d_,0,0,1,0,0,0,0,0
6882,142837,CHAdeMO DCQC working great. Out back behind the store ,1,0,0,0,0,1,0,0
9798,47654,Both spots already taken. Never seen that before (unless one of the cars was mine)!,0,0,1,0,0,0,0,0
4404,203045,Tony's Tesla.  Only 16mi/hr but better than nothing. ,0,0,0,0,0,0,1,0
251,303677,Full on a Saturday at noon. ,0,0,1,0,0,0,0,0
10034,42264,"Available to the public it appears...?
What's the rate of a charge? I see that the recently installed chargers in Novi charge $3 per. Ouch.",0,0,0,1,1,1,0,0
813,288971,357mi/hr. 2B,1,0,0,0,0,0,1,0
8545,72707,No connection to server!!!!! Stranded!!!!!!!,1,1,0,0,0,0,0,0
4575,198986,Great Place. Working just fine for the Chademo. Straight in and make a right. ,1,0,0,0,0,1,0,0
9632,51401,phone 917-688-1110,0,0,0,0,1,0,0,0
976,284667,My letters to the mayor and city works council finally bore fruit. These spots will be sprayed painted and new signage will be installed to make it very obvious these are for EVs only - ETA: next 60 days. Please thank the city by sending your compliments to: http://user.govoutreach.com/palmspringsca/ - They do listen!,0,0,0,0,0,1,0,0
8467,74086,dcfc working fine! ,1,0,0,0,0,0,0,0
5792,168059,"the SAE is still broken....... left me stranded today, could not get 240v to work either, even after calling evgo... said they could not find charger in their system???  I dunno about this evgo company... I had to get towed home.... 80 miles. ",1,1,0,0,0,0,0,0
4576,198744,Got it to work!!!!,1,0,0,0,0,0,0,0
5208,182892,"6.119 kW. Town had a Volt & a LEAF plugged in. Unplugged the Volt (it was charged) & set off its alarm. Sorry! Security drove by but didn't hassle us. Thanks, Town of Babylon!",0,0,0,0,0,0,1,1
9660,50557,Parking meter still nonfunctioning,0,0,0,0,0,1,0,0
1270,278746,The charge box is in an odd location to charge without straining the cord with a taught connection. I pulled in like a drunk person would park; head on.,0,0,0,0,0,1,0,0
1667,269523,"DC fast charge was not operating and both Level 2 spaces were filled with cars for valet parking. At OUC ""The Reliable One"" building?!? Not cool! _x1f44e_",1,0,1,0,0,0,0,0
9325,57001,"Had to reset twice, but got charged. ",1,0,0,0,0,0,0,0
6095,160790,Only left side working ,1,0,0,0,0,0,0,0
642,293485,nrg fast charger (Chademo) working ok.,1,0,0,0,0,0,0,0
2927,236413,"The handle is jammed, which is common in chargepoint stations or so I have found.  I called in for maintenance and will check on it in a few days. I had enough charge it's not an issue. ",1,0,0,0,0,0,0,0
8884,65177,Charger is free. Parking is $12 for 1st 4 hours. ,0,0,0,1,0,1,0,0
9547,53370,"$8 to go 25 miles? Not hardly. That would be $2. And really, if we aren't willing to pay the little they are asking, we'll never have the infrastructure in place.  ",0,1,0,1,0,1,0,0
9079,61370,"Worked fine, just extremely slow.",1,0,0,0,0,0,1,0
3549,222138,Sounds like the citizens of LA need to work with local government to pass a regulations stating every EVSE on city property needs to have information on who to contact if maintenance is needed. ,0,0,0,0,1,0,0,0
8155,80234,Charger has been repaired.,1,0,0,0,0,0,0,0
6320,155864,Little bit of a pain you have to call two bucks for flat rate,0,0,0,1,0,0,0,0
