,id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
4861,180763,A bit hard to find but works like a charm!,1,0,0,0,0,1,0,0
5165,304577,2nd attempt. Charging stopped on its own the first time. ,1,0,0,0,0,0,0,0
2163,295712,Tesla Model S. Charged at 17 mi/hr - 195v 30A.,1,0,0,0,0,0,1,1
4384,181265,Ford fusion parked there but not charging :(,0,0,1,0,0,0,0,1
2668,82016,Chargers on P2 level are all blocked off by construction fence. ,0,0,0,0,0,1,0,0
6156,104626,"Tesla S:  overnighted while staying nearby, Westernmost stand worked fine ",1,0,0,0,0,0,0,0
6774,182021,Using a Level 2 plug successfully after failing to get the L3 CHAdeMO plug to connect.  Grrrr!,1,0,0,0,0,0,0,0
514,175172,charging stations are offline,1,0,0,0,0,0,0,0
710,155351,Did not have Fob,1,0,0,0,0,0,0,0
7795,180005,Can the white Chevy volt plug me in after you're done please? Thanks! ,0,0,0,0,1,0,0,0
7829,279466,DC FC down.,1,0,0,0,0,0,0,0
4764,73100,I've successfully charged there a couple of times over the last quarter or so.,1,0,0,0,0,0,0,0
3531,158014,charge is up to $8! Cya....,0,0,0,1,0,0,0,0
3594,172255,"FYI, While Foods also provides complimentary wi-fi with good signal strength from the parking lot near the charging stations.",0,0,0,0,1,1,0,0
644,245842,"Level 3 only ""free"" during business hours. Owned by NRG evgo.",1,0,0,1,0,0,0,0
1037,145367,DCQC screen shows as operational.  L2 screen black but should charge per my previous experience after I called OptConnect.,1,0,0,0,0,1,0,0
7845,178882,Spoke with Chase-  two electricians could not fix it; now waiting for a part from GE,1,0,0,0,0,0,0,0
2548,53994,8-6-2011 up an operational.,1,0,0,0,0,0,0,0
6646,217556,"Very friendly people, but couldn't get the Chademo to work for my Model S.  Went down the street to Sheetz and their Chademo worked great (40kW)",1,0,0,0,0,1,0,0
2902,286201,Plenty of open slot on a Saturday afternoon,0,0,1,0,0,0,0,0
5775,195674,"This morning the lot was cordoned off, I had to drive over the emergency entrance curb. Enter from N Gulph road (not 202), where you see the front of Nordstrom. Head straight towards Nordstrom once you turn into the mall entrance. ",0,0,0,0,0,1,0,0
3818,98723,A plug in Porsche. Seriously? What a joke!,0,0,0,0,1,0,0,0
7837,190387,rolled up with only 15 miles to spare! ,0,1,0,0,0,0,0,0
4779,220329,"Enter a phone number and charge for free. Level 2, 30 amps, new equipment.  ",1,0,0,1,1,0,1,0
7512,223858,"This site was clearly self funded by Burger King (note the commercial AV EVSE). I wish more stores were visionary and contributors like this BK's management clearly are. They provide EV charging for their customers using their own money, not waiting for socialist policies to squeeze others to provide it with their tax dollars. If other stores did this there would be no complaints about their restricting use to their customers. ",0,0,0,0,0,1,0,0
772,241331,Staff here is awesome. Very tesla friendly.,0,0,0,0,0,1,0,0
8049,185043,Plugged in and began charging but station was off when we returned after 20 mins. Other station out of order.,1,0,0,0,0,0,0,0
7303,292676,Great news guys. I just finished replacing the faulty component that has caused this unit to be powered down. Unit is fully functional at about 8/9 power for now (40-43 kW). Unit is networked through Greenlots. Both connectors are available with app and RFID card. Happy charging,1,0,0,1,0,0,1,0
2883,153075,"Managed to get a parking spot next to a plug in hybrid with a completed cycle. left note, snagged charger.",0,0,1,0,0,0,0,0
5049,188541,Great location and nice place to eat,0,0,0,0,0,1,0,0
2438,74779,I charged there last week for two nights in a row. Worked like a charm. ,1,0,0,0,0,0,0,0
6212,137029,chargepoint station:$0.75/hr. Across the street from 7-11. SW corner of Cache La Poudre and Nevada.,1,0,0,1,0,1,0,0
1747,57969,10:00AM charged successfully Thanks Mitsubishi!,1,0,0,0,0,0,0,1
6479,254661,"I agree, when i plan a trip with my ev i would like to know where i am stopping and what to expect. Keep up the good work vivian.",0,1,0,0,0,0,0,0
4008,233206,Three spots charging.  One free.  ,0,0,1,0,0,0,0,0
1717,295176,"Fiat was wrong to unplug the Volt. Volt is same concept as BMW i3 Rexx, a range extended electric vehicle (EREV) . Volt has 44 miles range usually  ( 55-60 in new model) with an electric generator powered by gasoline engine which is active when the battery is considered depleted. A driver can fully accelerate a volt to top speed and the gasoline generator will not turn on as long as battery is not empty. A plug-in hybrid would require help from a gasoline powered engine to accelerate under those conditions and many less demanding conditions. ",0,0,0,0,0,0,0,1
209,62327,Both sides didn't work. Plugs seemed damaged. 7 PM,1,0,0,0,0,0,0,0
1580,211937,"49 Amps charges at 30 mph on my Tesla Model S. The security guard approached us to make sure we weren't going to ""abandon our car"" like so many RVs have done before. He said ""technically you're supposed to have a reservation by calling 417-820-2102."" I have included a picture of the sign stating their rules in the photo section.",0,0,0,0,0,1,1,0
7510,194352,Charges a Tesla at about 20 mph. The spots seem to always be full though. 2 hr max,0,0,1,0,0,0,1,0
4038,64778,free DC fast charge. 60kw. requires blink card. ,1,0,0,1,0,1,1,0
6723,168311,Out of order for over a month ,1,0,0,0,0,0,0,0
3836,242982,"Two separate J1772 cords. It's around the back of the Admin building on the runway side. 
Don't step in the wet grass.",0,0,0,0,1,1,0,0
4744,170019,Busy place impossible to charge - located on a driveway and looks like it's a L1 chargers same as a home 110v,1,0,1,0,0,0,0,0
6520,302960,using j1772 because signet machine is still throwing error 32,1,0,0,0,0,0,0,0
3765,287003,"the sign said 50 cents per hour, a dollar minimum. worked great. charged my leaf at 6kw according to the display on the station.",0,0,0,1,0,0,1,0
6358,115990,A salesman Rick huften told me if the car is not a ford I could not charge there.He then said he would take my new nissan as a trade in.I replied not for a ford.,0,0,0,0,0,1,0,1
1285,223846,Nissan Leaf,0,0,0,0,0,0,0,0
8258,233458,New signs that state a time limit AND threaten a tow for unauthorized vehicles. There is a god after all. ,0,0,0,0,0,1,0,0
1481,202975,All full,0,0,1,0,0,0,0,0
2893,270279,ICE'd,0,0,1,0,0,0,0,0
4568,242324,Getting only 30A. ,0,0,0,0,0,0,1,0
8022,207719,Charged successfully with Chevy Spark EV CCS SAE combo fast charge.  One station (#2) had fault error but other stations work fine!,1,0,0,0,0,0,0,0
906,63787,"I had a Tesla Roadster for a day and stopped by here to check out the new installation.  They now have four Clipper Creek LCS-25 EVSEs under a very nice solar canopy.  This place holds lots of Volts in stock and probably sells more than anyone in town.  They will usually have their Volts taking up all the parking spots and chargers, but ask and they should be willing to move a car and let you charge up, even if you're not driving a Volt.  There aren't any restaurants nearby,, but lots of car dealers, so go shopping while you charge ...",1,0,1,0,0,1,0,1
962,170654,"There actually is no courtesy van parked in front of the plug.
It was after 1am on a Saturday night/ Sunday morning so this is probably an anomaly. 
The ""no parking courtesy van"" sign is still there. ",0,0,1,0,1,0,0,0
2265,12337,"Thx Mitsubishi! Worked great on my LEAF. Amps started at 120, then went down gradually to ~52 before reaching 80% charge. ",0,0,0,0,0,0,1,1
6551,44111,spot was iced but location had a long cord seems to be working good jus hanging at roche brothers starbucks,1,0,1,0,0,1,0,0
2085,59735,still not working ... it says the emergency shutoff needs to be reset.,1,0,0,0,0,0,0,0
1518,194309,"It's a double chargepoint right off Plum street, adjacent to the Japanese garden.",0,0,0,0,0,1,0,0
4850,44766,Using the L1 port.,0,0,0,0,0,1,0,0
2851,278750,Try charging at 4 Research Dr. They seem to have updated the system to full power. ,1,0,0,0,0,0,0,0
4312,223078,Qc wouldn't read card. called in the start.,1,0,0,0,0,0,0,0
873,166887,"Instructions say to scan QR code to go to pmt web site, but it is not a valid web page. ",1,0,0,0,0,0,0,0
8033,303146,"We're here for dinner for about 1hr then we'll move to open the spot for others. The other spot is taken by a C-Max & the one directly in front of Whole foods is plugged in to an i3. But, if you can, park next to the i3, it's done charging. So the plug is fair game ;-)",0,0,1,0,1,0,0,1
7582,51601,"Charging my Volt on Thanksgiving day, requires 3 apps on phone - wattstation, barcode scanner, and paypal. Once you have that,  scan code on machine and plug in!",1,0,0,0,1,0,0,1
6016,257971,Outlets do not wok management has no clue,1,0,0,0,0,1,0,0
5593,176538,"L3, still garbage. ABB is a useless company.",1,0,0,0,0,0,0,0
3939,138636,"Got here the same time as another Leaf, but nicely figured out how to share between the high speed and L2 chargers based on our schedules. Got to love the electric vehicle community!",0,0,0,0,1,0,0,1
4383,255489,no empty slot now. will be leaving at 5:15 pm,0,0,1,0,1,0,0,0
6205,144253,4 stations on third level,0,0,1,0,0,0,0,0
5816,59577,No J1772 Cables,1,0,1,0,0,0,0,0
2843,279225,"Had 1% of a charge, drove in on next to zero kilowatts. It was 98 degrees outdide, Really hot. 30% through charging got an error message couldn't complete charge due to temperature error. 

Waited twenty minutes, tried everything, couldn't complete charge. 

Nice folks inside tried to help, no luck. so I went to Eden Prarie location. ",1,0,0,0,0,1,0,0
4588,290811,"Was hard to get #1 out.  Had to push in, then press the button, then jiggle the handle.",1,0,0,0,0,0,0,0
2028,57909,"More accurately, these are located in the first parking spaces, right between Bed Bath & Beyond and Staples.  There are 4 chargers.",0,0,1,0,0,1,0,0
2456,235328,2A started off slowly at around 38 kW.  Maybe because of the temperature?,1,0,0,0,0,0,1,0
6480,160250,Works with Greenlots RFID key fob. ,1,0,0,0,1,0,0,0
7390,281502,"Taborri, did the power cycle reset the maximum amperage? Myself and other users have found that it is limited to 27 amps. When this unit first went online, it would charge at a full 50 kW.

On another note, I check when driving by, and it appears the dealer has been pretty good at keeping the spot open.",1,0,1,0,0,0,1,0
8436,121609,"Updated Thursday, July 3, 2014 @ 9:45 AM EDT:

Connecticut DOT & Tesla Motors are jointly updating charging signage at the 2 Greenwich Service Plazas on the Merritt Pkwy (CT-15).  Due to high parking stall utilization at these plazas, posted stalls shall be used for SHARED parking or EV charging:  

Stalls are FIRST-COME, FIRST-SERVE; 
Vehicle may EITHER park 15 minutes OR CHARGE 45 minutes; 
Vehicle must vacate stall after EITHER park OR charge cycle is complete.

Thank you for your cooperation.  Please direct any comments or questions to:

Richard C. Hanley, P.E. 
Connecticut DOT 
Telephone: 860-594-2887 
Email: Richard.Hanley@CT.gov",0,0,0,0,0,1,0,0
2114,289986,"Wow...I still can't get over the price for an occasional charge - $9.95 for 30min. This is highway robbery, imho. And unless you're nearly empty when you start, 30min doesn't buy you many kWh since the power really tapers off after 50%SOC.",0,0,0,1,0,0,1,0
2683,59115,Free charging for hotel guests and restaurant patrons. Friendly and helpful valet staff. One of few EV friendly hotels in the city.,0,0,0,1,0,1,0,0
5508,136741,"These superchargers along the 10 are amazing! So convenient if you are going to and from Los Angeles to and from Arizona. However there is 1 needed in Indio, La Quinta or Palm Desert really bad. If that happens then you can get to Arizona from Los Angeles in 8 hours including charging up. Otherwise you have to stop in La Quinta for 3 hours and Chiriaco Summit for 3 1/2 hours to get enough charge to get to the nearest supercharger off the 10 frwy. Please Tesla you must build another Super Charge station in one or the areas I mentioned. It is soo needed. Otherwise it's a 13-15 hour trip instead of 8 hours. Makes you really appreciate the Superchargers!",1,1,0,0,0,0,0,0
5101,303856,what is the actual address? GEEZ!,0,0,0,0,0,1,0,0
3349,235277,"Gee wouldve gotten me home, hope they change hours and put in cord for at least one! ",0,1,0,0,0,1,0,0
3244,211777,Gates were open on a Saturday. ,0,0,0,0,0,1,0,0
3708,304516,love this charge spot. getting an extra 20 miles EV range on my Energi for the trip home,0,1,0,0,0,0,0,0
4604,136204,"CHAdeMO charger is broken & out of Service and is down for the Count. Craig in Service says so far 3 Electrical Teams have tried to diagnose. Craig said, ""It will be down for a while!""",1,0,0,0,0,0,0,0
7035,303933,Tried many plugs and they all go out on me after a few minutes.,1,0,0,0,0,0,0,0
1302,140954,Charged yesterday. Free! And less than half a mile away from one that charges $1/hr.,1,0,0,1,0,1,0,0
8374,117270,"Asked to move car twice. Car stopped charging in the middle of the night. U sure if they deactivated the hookup, but thankfully glen Allen isn't far.",0,0,0,0,0,1,0,0
4953,98789,Two hour limit stated on sign.,0,0,0,0,0,1,0,0
6018,180749,once again the charging station is out of service. what's the use of having a L3 charging station if it rarely works? barely made it home tonight had to just drive really slow.,1,0,0,0,0,0,0,0
3722,284577,Charged while visiting the aquarium next to a Volt from Quebec.  Pretty much the only way we'd make it back home after a day in Toronto! Right across the street from a Starbucks and a great Shawarma place.,0,0,0,0,0,1,0,1
218,276514,worked good.  Code worked.  I agree they should mark the spot for EV parking.  ,1,0,0,0,0,1,0,0
3382,253783,Thanks Cronic!,0,0,0,0,0,1,0,0
8344,155450,Problem with the connection. Does not work ,1,0,0,0,0,0,0,0
8002,132827,Activation FOB is hanging on the glass wall in sales managers office on the right just inside door closest to charger,0,0,0,0,1,0,0,0
5321,66209,#1 J1772 can't latch - charging is difficult.,1,0,0,0,0,1,0,0
1896,210050,Charged while having lunch :),0,0,0,0,0,1,0,0
1452,177365,"screen still broken, but works well despite that.",1,0,0,0,0,0,0,0
2348,174857,Very nice of this shopping center. Love it!,0,0,0,0,0,1,0,0
3768,242406,Blue Chevy volt I will be back before 10 AM. Flashing green means fully charged.,0,0,0,0,1,0,0,0
63,254865,Was here at 1;30. LADWP just finished fixing the QC. Talked to the two guys for quite a while. Very nice guys. It is working great now. ,1,0,0,0,0,0,0,0
6151,283210,Fiat 500e ,0,0,0,0,0,0,0,1
258,126662,One had a blank screen and the other wouldn't detect my Zero Motorcycle.,1,0,0,0,0,0,0,0
4905,150866,"This QuickCharger does seem like it's a Level 2.5. :)  It may terminate charging prematurely, in which case you'll have to contact Greenlots to give you a free follow-up session. Also, the highway exits to and from this charger location are confusing with the one way streets and especially now with the construction. Go slow and follow signs, not necessarily your GPS.",1,0,0,0,1,1,0,0
3091,293848,Thank you Steve! This place is fantastic.,0,0,0,0,0,1,0,0
8141,295712,Tesla Model S. Charged at 17 mi/hr - 195v 30A.,0,0,0,0,0,0,1,1
3474,285545,"the charger on the right wouldn't unlock, even after calling the 800 number. the left side worked fine. ",1,0,0,0,0,0,0,0
4055,296300,Called support about the station Tech is on site 8/25 and will provide update and potential go live of this station -- checkin created before location officially marked open,1,0,0,0,0,0,0,0
8044,222443,"Wow! Lucked out ! These stations are almost always taken. Two have freed up. We're running into Target, please unplug us if we are done or if you really need to charge :-) We'll be under an hour _x1f60a_",0,0,1,0,1,0,0,0
4298,61412,"We rented an Airstream trailer overnight here and they let us charge our Telsa Model S overnight for free. Great amenities, see their website. Easy walking distance to the Circus Circus Resort Casino.",1,1,0,1,1,1,0,1
531,64778,free DC fast charge. 60kw. requires blink card. ,1,0,0,0,0,0,1,0
8465,172796,"Demand outstripping supply.  A Leaf and a Volt connected to the two stations charging,  leaving one Focus electric and two Volts (including mine) parked nearby. ",0,0,1,0,0,0,0,1
2399,65181,Parking is free the first two hours and $22 thereafter. Charging fee is blink normal rate.,1,0,0,1,0,1,0,0
5503,167371,Popular but open slots.,0,0,1,0,0,0,0,0
84,223466,"Was here using DCFC - both level 2 chargers were empty, but PlugShare showed them both as occupied.  Not sure why.. ",1,0,1,0,0,0,0,0
3513,74071,Tesla 10 chargers now. I used the newer? pull~in forward type. 262 mi/hr. All good,1,0,1,0,0,0,1,1
3707,85689,No fee yet. Just need a charge point card. It's a little tricky to find it. It's right in front of the Umass Transit Services building by the Enterprise office. You can't see it from the main road. ,1,0,0,1,0,1,0,0
5075,215597,Follow up to previous post. Thanked staff for not blocking fast charge. Level 3 always on. Gate closes at 9pm. Up to 394 peak volts.,1,0,0,0,0,1,0,0
746,139448,"Tried three stations today. It looks like it's charging and stops two minutes later. No signs to explain anything. Worked on Saturday. Maybe it does not work when parking is free. Two Passats parked in the ev spots today, a Mazerati yesterday. No tickets",1,0,1,0,0,0,0,1
3562,227886,Powered 24/7,0,0,0,0,0,1,0,0
2498,275402,At the right side fast charger,0,0,0,0,0,1,0,0
1891,239085,all in use until about 6:30-7pm,0,0,1,0,0,0,0,0
3268,127212,The quickcharge is still down as of July 20th 2014,1,0,0,0,0,0,0,0
300,266876,the most friendly dealership no problem charging ,1,0,0,0,0,0,0,1
4460,262377,"The app says the quick charger is ""in use."" Not so. When I got there yesterday, it wouldn't activate. I called the support number and was told it was ""offline."" No info and when that would change. Ended up sitting there a lot longer than anticipated.",1,0,0,0,0,0,0,0
3720,309239,So the dealer had all of their cars being serviced parked in every spot including the quick charger. I called and asked them for at least access to the quick charger and they agreed but never did anything so I left and drove to Larry h nissan. I was willing to pay because I was in a hurry and obviously the Toyota dealer doesn't want my business.,0,0,1,0,0,1,0,1
4966,183486,"Still one plug out of order.   A Ford Fusion Energei was using the working plug but was finished.  I went to unplug it and use but security approached me and said ""her supervisor wouldn't allow it.""  I'd like to see just what she planned to do to enforce that, however I just came back later to charge.  I left my port open as an indicator to please plug me in afterwards but that never happened.  Ugh.  People need to learn! ",1,0,0,0,1,0,0,1
807,268326,still locked,0,0,0,0,0,1,0,0
3001,76860,ICED - Been here many times and almost always ICED...,0,0,1,0,0,0,0,0
4294,59866,Free charging. Do not reply on the Google map street view. It is out of date. There are now 10 free charging stations. ,0,0,1,1,0,1,0,0
3266,61925,dude this is totally cool discharge stations are at an Exxon station.  right now they're totally free.  which is really good thing considering what they've done to the planet.   ,0,0,0,1,0,1,0,0
5243,133169,"Was 3/4 into my charge and another EV driver unplugged me. Apparently Rancho Cucamonga has something on their website that it's ok to unplug someone at a certain point. Can't find the page, but when I do I will write to them suggesting to them it's absolutely not ok!",0,0,0,0,1,1,0,0
4506,71061,site not operational,1,0,0,0,0,0,0,0
3004,138254,Station was busy 2 times I went by.  You have to go early or late or get lucky to charge.  Always busy since it's free.,0,0,1,0,0,0,0,0
5914,174638,"Add another silver volt and a black volt, that makes 6 ev cars that charge at these stations. Only 3 ev spots I have called Borgess to see if they would consider adding just a extra spot so someone could use one of the 110 Lvl 1 plug in spots.",0,0,0,0,0,0,0,1
1137,254036,Charged ok but for some reason got less charge than expected.,1,0,0,0,0,0,0,0
1638,268275,Enjoying a concert @ Rancho Santa Ana Botanical Garde,0,0,0,0,0,1,0,0
3456,54514,"This resort is very accommodating.   They have four chargers.    Four tesla roadsters recently charged here.    Chargers are in the underground parking.     As a resident of the area, I am familiar with most of the chargers.    Feel free to call me.    760-617-7666.    Frank Landfield.       Drive safe.         :-) ",1,0,1,0,1,1,0,1
4597,202733,"Level 3, charger 1",0,0,0,0,1,0,0,0
1660,302617,Please not that Plugshare addresses are not mailing addresses. They navigate EV users to the correct driveway for each station.,0,0,0,0,1,1,0,0
7028,307010,"Be mindful of free first 1/2 hr inside permit lot! Blink DCFC not useable. Left touchscreen reads Blink card, but glass is cracked and not responsive to touch and refuses to start charge. Right toucscreen is off with no sign of life. Thankful the neighboring L2 units are working correctly. ",1,0,0,0,0,0,0,0
3196,169100,"One side the cord is short and out of order  so I used the other cord without moving over to the other space. Looks like I'm hogging the area, sorry",1,0,0,0,1,0,0,0
7437,293499,"Now set up as chargepoint.  Still free for the time being,  I think,  but that will change",1,0,0,1,0,0,0,0
